total	growth_rate	has_grown	euclidian	shannon_index	bray_curtis	init	pattern	condition
0.09000215972825215	-0.0014967304588377592	0.0	348.1269537388717	3.552713678800501e-15	6.661338147750939e-16	45	null	CD
0.09000161303306248	-0.001412360440937601	0.0	1382.5669585583084	1.7763568394002505e-15	4.440892098500626e-16	46	null	CD
0.09000218954474955	-0.0012787670649287203	0.0	9236.932766895992	0.0	4.440892098500626e-16	47	null	CD
0.09000151910456897	-0.0012738806230015748	0.0	10303.10570326546	8.881784197001252e-16	5.551115123125783e-16	48	null	CD
0.09000626462820502	-0.0013037719815280268	0.0	6644.713429586861	8.881784197001252e-16	4.440892098500626e-16	49	null	CD
0.09000130901345921	-0.0013386702309516642	0.0	3250.127107987802	-2.6645352591003757e-15	5.551115123125783e-16	50	null	CD
0.09000325573306434	-0.0012970090985020626	0.0	7701.307813917882	-1.7763568394002505e-15	4.440892098500626e-16	51	null	CD
0.09000363722897496	-0.0012820456822610026	0.0	7337.49123876621	4.440892098500626e-16	5.551115123125783e-16	52	null	CD
0.09000248617484187	-0.0012738805236430218	0.0	14142.412465911088	-1.5543122344752192e-15	5.551115123125783e-16	53	null	CD
0.09000178125699798	-0.0013754802644761952	0.0	1632.4038224671388	4.440892098500626e-16	1.1102230246251565e-16	54	null	CD
0.09000580926004319	-0.001319248882099882	0.0	4256.587632593799	4.440892098500626e-16	2.220446049250313e-16	55	null	CD
0.09000410069570591	-0.0013175113989187433	0.0	3920.094903523028	0.0	3.3306690738754696e-16	56	null	CD
0.09000470157708905	-0.001342262904531529	0.0	2064.0955752582004	8.881784197001252e-16	3.3306690738754696e-16	57	null	CD
0.09000696989779347	-0.0014123607346387644	0.0	878.2852703432119	2.220446049250313e-15	5.551115123125783e-16	58	null	CD
0.0900033408099094	-0.0013106056093832895	0.0	4717.118986713968	-4.440892098500626e-16	6.661338147750939e-16	59	null	CD
0.09000154751712355	-0.0013071798959535092	0.0	4125.111495072842	4.440892098500626e-16	5.551115123125783e-16	60	null	CD
0.09000555908469378	-0.0013157779365807311	0.0	3813.6407735665753	4.440892098500626e-16	5.551115123125783e-16	61	null	CD
0.09000317323167219	-0.0013244898076899764	0.0	2599.4126684958887	8.881784197001252e-16	5.551115123125783e-16	62	null	CD
0.09000446772802914	-0.0013458746233935255	0.0	2137.434098048457	-1.3322676295501878e-15	3.3306690738754696e-16	63	null	CD
0.0900013483329436	-0.001319249048219493	0.0	4334.832573337173	-4.440892098500626e-16	1.1102230246251565e-16	64	null	CD
0.09000380969108024	-0.0013037720098792757	0.0	5343.997164570166	8.881784197001252e-16	2.220446049250313e-16	65	null	CD
0.09000142649681062	-0.0013227383360047372	0.0	3533.3406078834378	3.1086244689504383e-15	2.220446049250313e-16	66	null	CD
0.09000137510996878	-0.0013735920419789109	0.0	1381.8876730041393	4.440892098500626e-16	1.1102230246251565e-16	67	null	CD
0.09000164218409783	-0.0013495055897616954	0.0	1739.4019129494777	1.7763568394002505e-15	4.440892098500626e-16	68	null	CD
0.09000244391340821	-0.0012936539325629937	0.0	6760.806037478858	0.0	3.3306690738754696e-16	69	null	CD
0.09000217590690822	-0.0012970091894040213	0.0	6502.630681192561	0.0	3.3306690738754696e-16	70	null	CD
0.09000310016304514	-0.0012853409091584376	0.0	10841.443172441419	-1.3322676295501878e-15	2.220446049250313e-16	71	null	CD
0.09000136676931556	-0.0012853409768363334	0.0	9809.399555114776	0.0	4.440892098500626e-16	72	null	CD
0.09000357823533918	-0.00130377199963999	0.0	6871.746763768116	-1.3322676295501878e-15	4.440892098500626e-16	73	null	CD
0.09000642664465634	-0.001317511173143886	0.0	5514.945179976295	8.881784197001252e-16	3.3306690738754696e-16	74	null	CD
0.09000152519422808	-0.0017592918554343094	0.0	6.814519975718317	-4.440892098500626e-16	2.220446049250313e-16	75	null	CD
0.09000294197463006	-0.0012970091762071285	0.0	5328.641995374826	-8.881784197001252e-16	6.661338147750939e-16	76	null	CD
0.09000302164762986	-0.001436675700361434	0.0	378.91401528394636	-4.440892098500626e-16	6.661338147750939e-16	77	null	CD
0.0900022926480128	-0.001293653823577966	0.0	6415.722052160879	-1.3322676295501878e-15	3.3306690738754696e-16	78	null	CD
0.09000139687056899	-0.001305473804721869	0.0	6008.9915748595395	2.220446049250313e-15	4.440892098500626e-16	79	null	CD
0.09000196513402654	-0.0013315423547221295	0.0	4291.5257589109815	1.3322676295501878e-15	6.661338147750939e-16	80	null	CD
0.09000161703378988	-0.0014856494835457008	0.0	285.13912114675793	4.440892098500626e-16	2.220446049250313e-16	81	null	CD
0.09000162411101112	-0.0012936538723352846	0.0	7923.8801864550505	0.0	4.440892098500626e-16	82	null	CD
0.09000126604032216	-0.001278767128487747	0.0	9465.019513762098	1.3322676295501878e-15	5.551115123125783e-16	83	null	CD
0.09000440736343593	-0.0012953293833973655	0.0	5281.077272713634	4.440892098500626e-16	5.551115123125783e-16	84	null	CD
0.09000198985619985	-0.0016293894996596504	0.0	51.84229075498257	-2.220446049250313e-16	2.220446049250313e-16	85	null	CD
0.2600100368694714	-0.0011260651760645996	0.0	1875.2241067688572	1.413491469693613	0.5572919838393423	0	ident	CD
0.309408056455749	-0.0012373292002508989	0.0	536.1393891847416	1.3008406572155304	0.5496861069255412	1	ident	CD
0.3309610136692752	-0.001300089363414356	0.0	736.3339256271875	1.5916047884892546	0.5851583359877479	2	ident	CD
0.3309986907284659	-0.001286861386922153	0.0	1386.7358149093932	1.5700648252849612	0.6002456304440773	3	ident	CD
0.456510384549778	-0.0034318782189457697	0.0	48.837178697959935	0.8518366070412235	0.4791754357181678	4	ident	CD
0.3529853243271918	-0.0013885774165922568	0.0	882.5645956393392	1.7224688883090264	0.60776901028369	5	ident	CD
0.3750738644406519	-0.001523573445417159	0.0	273.9656678679234	0.7186970567749817	0.4017629332291477	6	ident	CD
0.1611502235344739	-0.0010845899689179465	0.0	6996.9157323517775	1.7923092553582283	0.6367747780521009	7	ident	CD
0.17038391701566968	-0.0010893105311921374	0.0	5819.186753893524	2.1284853253357108	0.6705676696024055	8	ident	CD
0.15624983115500246	-0.001096482212305862	0.0	7976.093139186877	2.1864897814475825	0.6880985397548948	9	ident	CD
0.20672669704641744	-0.0011208791614263536	0.0	326.83289578532083	0.9221336608743105	0.4523969996299647	10	ident	CD
0.23448539022478213	-0.0011134341967186869	0.0	582.9117238142533	0.9481622645506049	0.4176359952040575	11	ident	CD
0.17729817285199706	-0.001095261715111408	0.0	2057.991761201049	1.32729950970836	0.5600586772550049	12	ident	CD
0.19577267390560715	-0.0010904853305251075	0.0	2679.8570383561696	1.5912148166117475	0.6148549332001615	13	ident	CD
0.2888636832639969	-0.001150711999474363	0.0	5290.312909715202	2.17182103419565	0.6811482323684812	14	ident	CD
0.37508603179716926	-0.0015660858219330876	0.0	248.8272481378672	1.681532176214061	0.6115716281249299	15	ident	CD
0.34206810629970613	-0.0012836684184827016	0.0	9855.621531607134	2.2567420295747995	0.6974030710765158	16	ident	CD
0.3420517298251362	-0.0012986604054834264	0.0	6374.956460220143	2.182660167476194	0.7158130795903893	17	ident	CD
0.16693934125887286	-0.0010952752324463173	0.0	5183.360650167525	2.0073965037761936	0.6458915565577741	18	ident	CD
0.22693545943655508	-0.0011234112688677691	0.0	402.0693309209071	0.9882423538280358	0.4829104370067282	19	ident	CD
0.2988050750659917	-0.0012365907784063486	0.0	119.26735920547858	0.9103585354940136	0.47501642690652235	20	ident	CD
0.3529538316949728	-0.0014137838226138924	0.0	419.07466001446835	1.6679355736988715	0.6102250842654667	21	ident	CD
0.2514730375045102	-0.0010905025136719784	0.0	11662.059058329032	1.9349104702158684	0.6703441615769219	22	ident	CD
0.20167793055859043	-0.0010764169182894095	0.0	12758.513604168918	2.499117360793821	0.6951619927231429	23	ident	CD
0.21374785008527858	-0.00107180279681261	0.0	13404.293459911685	2.2402683021506675	0.6794192771071961	24	ident	CD
0.3861443479094816	-0.0015551776125858094	0.0	18500.992030679074	3.8604591172914975	0.9296119076377783	25	ident	CD
0.39692480272502534	-0.0016638066335983206	0.0	7411.574368005139	3.573161887001591	0.9033888849612777	26	ident	CD
0.15878943505108042	-0.0010988918941806963	0.0	8333.819383186381	2.4089395827194147	0.7202831867745516	27	ident	CD
0.15194234319376415	-0.001104964489360018	0.0	11185.08667972351	2.919057363753046	0.7727825564375336	28	ident	CD
0.15884643351573918	-0.0010893174841414622	0.0	11491.518456706011	2.4450021651345923	0.6904125362986975	29	ident	CD
0.16157794423843022	-0.001095280917805616	0.0	9765.073762001799	2.709722451311755	0.7329983913083074	30	ident	CD
0.14822441428796665	-0.0010940855661869255	0.0	10081.497684636177	2.1253325710084985	0.680058687565191	31	ident	CD
0.14969454050935024	-0.0010988934466940438	0.0	8462.552730781908	2.167813119963137	0.7031377147910944	32	ident	CD
0.47957664237796954	-0.005093071308250699	0.0	59.351633643456005	1.460179708586613	0.6428307867552376	33	ident	CD
0.20784916564405786	-0.0010869452317982913	0.0	14259.942383450172	3.4642997629341292	0.8313972383152097	34	ident	CD
0.16745523642725646	-0.0010869483996257287	0.0	12362.689900216823	2.819255168362456	0.7653891928003538	35	ident	CD
0.1674401247517819	-0.0010916939710835837	0.0	10744.389588880967	2.8140961492048184	0.7726901237098914	36	ident	CD
0.19648036211012618	-0.0010741071541862605	0.0	20113.322181038697	2.998961366709014	0.753217181821851	37	ident	CD
0.18681679395709974	-0.001078741882961896	0.0	20046.52096737214	3.289807510762949	0.8007685516097006	38	ident	CD
0.14626804467771837	-0.0011061852293290828	0.0	6202.738335543051	1.9026908820108157	0.6245887889500883	39	ident	CD
0.15155525467375916	-0.00110009993439933	0.0	5636.338857118632	1.7513790772780506	0.607702357053599	40	ident	CD
0.1478397730154845	-0.0010988938636072078	0.0	8374.887944212696	2.0319971222365103	0.6905964100393474	41	ident	CD
0.14474894660530493	-0.0011025290499708503	0.0	8029.0321703702675	1.9802123584738123	0.695778040999536	42	ident	CD
0.20141898563850003	-0.0010857565080904126	0.0	4668.421439403395	2.086028709134428	0.6947867229934083	43	ident	CD
0.15871714761889283	-0.0010976872011502273	0.0	10135.723203068643	2.5790665112373925	0.7476100439577573	44	ident	CD
0.40750767318795283	-0.0018746091012665585	0.0	348.1470232558729	1.9388887128619086	0.639590656217909	45	ident	CD
0.3201630139128341	-0.0012769174659079234	0.0	1382.6141248982274	2.8528137878098825	0.7708617120576365	46	ident	CD
0.20158704916030543	-0.0010775761779296235	0.0	9236.957895840605	2.223888280584801	0.7219527072331431	47	ident	CD
0.18630990942793207	-0.0010752605570618057	0.0	10303.132944185454	2.2546766139173764	0.7209990726759481	48	ident	CD
0.1739177514484202	-0.0010869420502521686	0.0	6644.7519901943115	2.2494446044995553	0.6513182873823199	49	ident	CD
0.1669395856085365	-0.001109850456026004	0.0	3250.1635150733687	2.211152180853452	0.6708208538340317	50	ident	CD
0.16409086331163414	-0.001092884249455964	0.0	7701.347951313433	2.300912609284496	0.654649486590029	51	ident	CD
0.16111223301742997	-0.0010857678407113001	0.0	7337.514220936551	1.8342693880567054	0.6427533022237298	52	ident	CD
0.2140329303864924	-0.0010834138565597852	0.0	14142.455503340247	3.1355020582442177	0.8302293123043029	53	ident	CD
0.2012095556395405	-0.0011098137784376287	0.0	1632.434091976106	2.033384441179493	0.6395873425017502	54	ident	CD
0.19079137937789617	-0.0010857548162361756	0.0	4256.616233470062	1.9077992129465482	0.6248661710117398	55	ident	CD
0.15843285895476505	-0.0011025186599898553	0.0	3920.121531604788	1.7660220668103168	0.5906205379974669	56	ident	CD
0.20108903377684068	-0.001082216901502781	0.0	2064.107193944137	1.1495829128801094	0.4857391936432146	57	ident	CD
0.2510676888679442	-0.0011375022005611693	0.0	878.3090438498368	1.741435433857132	0.595055675147234	58	ident	CD
0.14951886139197726	-0.0011148125337360414	0.0	4717.150276434052	1.9358342918852318	0.5989213252936714	59	ident	CD
0.14760419585962076	-0.0011123335899080444	0.0	4125.13436437611	1.7799640294854013	0.6277696306018623	60	ident	CD
0.15372945099110136	-0.0011110944710233273	0.0	3813.6666902619318	1.9522262308533898	0.6612910921624031	61	ident	CD
0.14954616690537767	-0.0011123282091405362	0.0	2599.4294230277333	1.3332651382658227	0.5335503507149479	62	ident	CD
0.15819646725076056	-0.0011210463712037911	0.0	2137.4578371968605	1.8229387435020095	0.6358253951406382	63	ident	CD
0.17034767744942236	-0.001097675682046678	0.0	4334.864513164381	2.2342043613709857	0.7013981846371939	64	ident	CD
0.18168427545351956	-0.0010798986341305234	0.0	5344.023130309746	1.8667758438905415	0.6392986434565522	65	ident	CD
0.1774556758712926	-0.0010916819234748107	0.0	3533.3644360012827	1.7300969392758532	0.613323874564967	66	ident	CD
0.28871268495309577	-0.0011613470665539887	0.0	1381.8908697200234	1.0040651547724222	0.4365047644924628	67	ident	CD
0.19047281730773774	-0.0010892869075896925	0.0	1739.4143357099817	1.1583741770575502	0.4853958714026023	68	ident	CD
0.19595152818385442	-0.0010683632515569627	0.0	6760.830529190172	1.8674849790348351	0.6293741574990264	69	ident	CD
0.19595327025819614	-0.0010729475556795973	0.0	6502.656851385331	2.0017618892051665	0.658253515398984	70	ident	CD
0.17454435798271162	-0.0010893145362532882	0.0	10841.489152540204	3.1089971177186917	0.8003392514212917	71	ident	CD
0.201689876251473	-0.001075257443655178	0.0	9809.435144641748	2.568042063532712	0.7472800497217891	72	ident	CD
0.1615621715271603	-0.001102522223423548	0.0	6871.788776331201	2.807178369753033	0.754021787559364	73	ident	CD
0.15867183981380292	-0.0011148094753899785	0.0	5514.990263379957	2.7634768151650992	0.7154233312064031	74	ident	CD
0.47280636753506294	-0.005097260923671908	0.0	6.683802513053734	0.19506440520732227	0.2333295160268256	75	ident	CD
0.17020045303026168	-0.0010845865458028365	0.0	5328.662757116343	1.8005556590985532	0.6675005839791912	76	ident	CD
0.3093935588329206	-0.0012719422473561352	0.0	378.89664022346307	0.7010408383907034	0.3956003115558735	77	ident	CD
0.17761476671362733	-0.0010752569460195595	0.0	6415.747574503478	1.8044407557037694	0.5814608980408338	78	ident	CD
0.18172271678184862	-0.001082235642652487	0.0	6009.024980164349	2.0279933650040642	0.6117701061013306	79	ident	CD
0.21356669116343424	-0.0010916727694978954	0.0	4291.564607436442	2.4407470731956313	0.6809090160005261	80	ident	CD
0.3859459441755897	-0.0016409243051762293	0.0	285.1327298797107	1.539844231060223	0.6420705699175155	81	ident	CD
0.26020622235773466	-0.001104954624212699	0.0	7923.904505655343	2.062922697790277	0.6976991774343764	82	ident	CD
0.22034957284065151	-0.001072950588490444	0.0	9465.042511526644	1.9911383367843523	0.6722543557602632	83	ident	CD
0.16691723135637013	-0.001090500980794253	0.0	5281.09650417753	1.830147899343697	0.6909873746977355	84	ident	CD
0.4862811953857561	-0.005313377343415019	0.0	51.72600727098242	0.6308139235151957	0.3815661945921639	85	ident	CD
0.09000271187403765	-0.0013568266825610402	0.0	1875.21365079823	-4.440892098500626e-16	4.440892098500626e-16	0	naive	CD
0.09000428326373686	-0.0014325655672434829	0.0	536.1363579198874	0.0	2.220446049250313e-16	1	naive	CD
0.09000473054743549	-0.0014284815765892508	0.0	736.3197626708651	1.7763568394002505e-15	5.551115123125783e-16	2	naive	CD
0.09000168050689057	-0.001383084983122909	0.0	1386.7311623317676	8.881784197001252e-16	5.551115123125783e-16	3	naive	CD
0.0900035769562429	-0.001611391068935547	0.0	48.90306153480614	4.440892098500626e-16	4.440892098500626e-16	4	naive	CD
0.0900060493219997	-0.001420373319595665	0.0	882.5490997584955	8.881784197001252e-16	2.220446049250313e-16	5	naive	CD
0.09000144604593283	-0.0014725646929390998	0.0	273.99031383233586	0.0	5.551115123125783e-16	6	naive	CD
0.09000713582512135	-0.0012820455187027714	0.0	6996.893727760647	-1.3322676295501878e-15	5.551115123125783e-16	7	naive	CD
0.09000238477128554	-0.0013037720582782894	0.0	5819.155122912852	0.0	4.440892098500626e-16	8	naive	CD
0.09000162997724741	-0.0012853409560667408	0.0	7976.062085215869	0.0	5.551115123125783e-16	9	naive	CD
0.09763221137897714	-0.0013567394564614555	0.0	326.82757211313674	0.0	4.440892098500626e-16	10	naive	CD
0.41747502020433097	-0.0019006800467173	0.0	582.7935738130273	8.881784197001252e-16	3.3306690738754696e-16	11	naive	CD
0.09000738320866077	-0.0013368807130288737	0.0	2057.9788533140545	-4.440892098500626e-16	6.661338147750939e-16	12	naive	CD
0.09000396473831629	-0.0013297719796296903	0.0	2679.842016499542	8.881784197001252e-16	6.661338147750939e-16	13	naive	CD
0.09017721966523268	-0.0013192483342888708	0.0	5290.282273946242	0.0	4.440892098500626e-16	14	naive	CD
0.09000154518364523	-0.0015011998553960757	0.0	248.81944673287083	-1.3322676295501878e-15	4.440892098500626e-16	15	naive	CD
0.09000573006177463	-0.0012953291863303659	0.0	9855.591712881815	4.440892098500626e-16	4.440892098500626e-16	16	naive	CD
0.09000242557918033	-0.0013140495594908927	0.0	6374.934319023626	-1.3322676295501878e-15	5.551115123125783e-16	17	naive	CD
0.12196524952539235	-0.001124848123169283	0.0	5183.316859138693	0.0	6.661338147750939e-16	18	naive	CD
0.09119611061937208	-0.0014123363091193344	0.0	402.0680209804228	-4.440892098500626e-16	5.551115123125783e-16	19	naive	CD
0.09000139517015827	-0.0015170691949238726	0.0	119.27633473954822	8.881784197001252e-16	4.440892098500626e-16	20	naive	CD
0.09000136275299113	-0.0014661055995050319	0.0	419.0623548606517	4.440892098500626e-16	2.220446049250313e-16	21	naive	CD
0.09000485336661031	-0.0012674229518704703	0.0	11662.041752172701	-8.881784197001252e-16	4.440892098500626e-16	22	naive	CD
0.09000168442319667	-0.0012755052616410735	0.0	12758.47418382158	-4.440892098500626e-16	3.3306690738754696e-16	23	naive	CD
0.0900016139367071	-0.0012690312632660972	0.0	13404.261074354768	-8.881784197001252e-16	7.771561172376096e-16	24	naive	CD
0.09000380908506733	-0.0012869950489153305	0.0	18500.928216615874	4.3021142204224816e-16	1.1102230246251565e-16	25	naive	CD
0.09000521687206421	-0.0013315421575552737	0.0	7411.515719251383	-4.996003610813204e-16	0.0	26	naive	CD
0.09426036086240464	-0.001240688619944441	0.0	8333.784513616974	-4.440892098500626e-16	3.3306690738754696e-16	27	naive	CD
0.10078941569551463	-0.0011947374739039237	0.0	11185.03779211787	0.0	6.661338147750939e-16	28	naive	CD
0.11610265025964836	-0.00111981546792169	0.0	11491.469299818027	-8.881784197001252e-16	3.3306690738754696e-16	29	naive	CD
0.10949519641274046	-0.00116413763089278	0.0	9765.022817199624	-1.3322676295501878e-15	4.440892098500626e-16	30	naive	CD
0.15717240661953635	-0.0010460186797213867	0.0	10081.44188400138	8.881784197001252e-16	2.220446049250313e-16	31	naive	CD
0.16559781865053416	-0.0010427448349332616	0.0	8462.493938678268	-8.881784197001252e-16	3.3306690738754696e-16	32	naive	CD
0.09000314181686998	-0.001637236460378996	0.0	59.38781825248978	-2.220446049250313e-16	2.220446049250313e-16	33	naive	CD
0.09008303925210773	-0.0012820455106717426	0.0	14259.886051678634	1.5543122344752192e-15	3.3306690738754696e-16	34	naive	CD
0.09389309974489847	-0.0012360887641708301	0.0	12362.64370191373	4.440892098500626e-16	6.661338147750939e-16	35	naive	CD
0.09509510287866996	-0.0012315212726210771	0.0	10744.34463793102	-8.881784197001252e-16	4.440892098500626e-16	36	naive	CD
0.09379619911619988	-0.0012209975841236838	0.0	20113.26994896018	-8.881784197001252e-16	4.440892098500626e-16	37	naive	CD
0.09330633585478433	-0.001226990019853619	0.0	20046.46415880781	-1.3322676295501878e-15	2.220446049250313e-16	38	naive	CD
0.12995364961545586	-0.0010940835900001193	0.0	6202.697904435239	4.440892098500626e-16	5.551115123125783e-16	39	naive	CD
0.12307684693184803	-0.0011123387781253563	0.0	5636.305118191915	-2.6645352591003757e-15	2.220446049250313e-16	40	naive	CD
0.39150816698685414	-0.0014858581931501771	0.0	8374.748601456895	1.3322676295501878e-15	5.551115123125783e-16	41	naive	CD
0.45367211331284535	-0.002352895810393409	0.0	8028.884365856824	2.6645352591003757e-15	2.220446049250313e-16	42	naive	CD
0.10243072064770295	-0.0012135809659810674	0.0	4668.391406496927	1.3322676295501878e-15	3.3306690738754696e-16	43	naive	CD
0.11085429934062849	-0.0011389466276028797	0.0	10135.68035404207	0.0	7.771561172376096e-16	44	naive	CD
0.09000215972825215	-0.0014967304588377592	0.0	348.1269537388717	3.552713678800501e-15	6.661338147750939e-16	45	naive	CD
0.09000161303306248	-0.001412360440937601	0.0	1382.5669585583084	1.7763568394002505e-15	4.440892098500626e-16	46	naive	CD
0.09601193057900748	-0.0012209958086889187	0.0	9236.930204024131	-1.3322676295501878e-15	5.551115123125783e-16	47	naive	CD
0.10800535169414172	-0.0011600876412087996	0.0	10303.098054888826	0.0	6.661338147750939e-16	48	naive	CD
0.09000626462820502	-0.0013037719815280268	0.0	6644.713429586861	8.881784197001252e-16	4.440892098500626e-16	49	naive	CD
0.09197577271593041	-0.0013140425360329247	0.0	3250.126156988455	-2.6645352591003757e-15	5.551115123125783e-16	50	naive	CD
0.09000325573306434	-0.0012970090985020626	0.0	7701.307813917882	-1.7763568394002505e-15	4.440892098500626e-16	51	naive	CD
0.0915317330748786	-0.0012626206540476911	0.0	7337.490694631547	0.0	6.661338147750939e-16	52	naive	CD
0.09007040749571085	-0.0012738805200005205	0.0	14142.412425472636	2.220446049250313e-16	3.3306690738754696e-16	53	naive	CD
0.09241172538467661	-0.0013440503496764524	0.0	1632.4026926269055	0.0	2.220446049250313e-16	54	naive	CD
0.09486257326940585	-0.001267414636555727	0.0	4256.585485596721	1.3322676295501878e-15	4.440892098500626e-16	55	naive	CD
0.10846366806626673	-0.0011904634964716324	0.0	3920.0877894946893	8.881784197001252e-16	5.551115123125783e-16	56	naive	CD
0.11376197865213307	-0.0011876272358216837	0.0	2064.0878733603367	-2.220446049250313e-15	4.440892098500626e-16	57	naive	CD
0.10480471779866421	-0.0012819787307430646	0.0	878.2782523757812	1.7763568394002505e-15	7.771561172376096e-16	58	naive	CD
0.09439779880662597	-0.0012642120015923144	0.0	4717.117162589942	8.881784197001252e-16	3.3306690738754696e-16	59	naive	CD
0.24622339508404323	-0.0010615496933494707	0.0	4125.058655019147	-4.440892098500626e-16	6.661338147750939e-16	60	naive	CD
